;CO(GT);PT08.S1(CO);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);T;RH;AH;Month;Hour
5348;2.1527495439145166;1174.0;246.8967349054159;640.0;113.09125081011017;1596.0;22.0;54.0;1.4114;10;14
5349;2.1527495439145166;1242.0;246.8967349054159;602.0;113.09125081011017;1682.0;22.8;53.0;1.4482;10;15
5350;2.1527495439145166;1267.0;246.8967349054159;593.0;113.09125081011017;1671.0;21.7;57.6;1.4756;10;16
5351;2.1527495439145166;1401.0;246.8967349054159;530.0;113.09125081011017;1887.0;21.3;60.8;1.5205;10;17
5352;2.1527495439145166;1428.0;246.8967349054159;490.0;113.09125081011017;1976.0;21.2;61.7;1.5309;10;18
5353;2.1527495439145166;1478.0;246.8967349054159;474.0;113.09125081011017;2017.0;21.2;62.2;1.5473;10;19
5354;2.1527495439145166;1518.0;246.8967349054159;454.0;113.09125081011017;2098.0;20.8;65.1;1.5782;10;2
5355;2.1527495439145166;1468.0;246.8967349054159;470.0;113.09125081011017;1985.0;19.9;69.0;1.5877;10;21
5356;2.1527495439145166;1369.0;246.8967349054159;513.0;113.09125081011017;1851.0;18.8;73.7;1.5785;10;22
5357;2.1527495439145166;1244.0;246.8967349054159;571.0;113.09125081011017;1671.0;19.2;71.3;1.5723;10;23
5358;2.1527495439145166;1217.0;246.8967349054159;603.0;113.09125081011017;1628.0;19.0;71.6;1.5549;10;0
5359;2.1527495439145166;1103.0;246.8967349054159;666.0;113.09125081011017;1520.0;19.5;69.7;1.5596;10;1
5360;2.1527495439145166;1118.0;246.8967349054159;675.0;113.09125081011017;1509.0;19.4;70.1;1.5626;10;2
5361;2.1527495439145166;1087.0;246.8967349054159;684.0;113.09125081011017;1519.0;18.4;74.5;1.5634;10;3
5362;2.1527495439145166;1069.0;246.8967349054159;688.0;113.09125081011017;1508.0;18.7;73.4;1.5701;10;4
5363;2.1527495439145166;1112.0;246.8967349054159;645.0;113.09125081011017;1544.0;18.4;74.6;1.5631;10;5
5364;2.1527495439145166;1196.0;246.8967349054159;594.0;113.09125081011017;1659.0;18.5;74.4;1.5661;10;6
5365;2.1527495439145166;1522.0;246.8967349054159;458.0;113.09125081011017;2043.0;18.8;73.0;1.5737;10;7
5366;2.1527495439145166;1715.0;246.8967349054159;371.0;113.09125081011017;2376.0;19.9;69.9;1.6036;10;8
5367;2.1527495439145166;1582.0;246.8967349054159;448.0;113.09125081011017;2036.0;21.3;66.1;1.6556;10;9
5368;2.1527495439145166;1494.0;246.8967349054159;467.0;113.09125081011017;1965.0;23.0;61.8;1.7135;10;1
5369;2.1527495439145166;1631.0;246.8967349054159;438.0;113.09125081011017;2027.0;22.4;64.6;1.7271;10;11
5370;2.1527495439145166;1650.0;246.8967349054159;424.0;113.09125081011017;2093.0;23.8;59.9;1.7376;10;12
5371;2.1527495439145166;1640.0;246.8967349054159;431.0;113.09125081011017;2094.0;24.7;56.9;1.7472;10;13
5372;2.1527495439145166;1589.0;246.8967349054159;452.0;113.09125081011017;2015.0;25.4;55.1;1.761;10;14
5373;2.1527495439145166;1538.0;246.8967349054159;473.0;113.09125081011017;1924.0;25.7;54.5;1.7684;10;15
5374;4.7;1597.0;652.0;424.0;167.0;2307.0;24.8;57.7;1.7765;10;16
5375;8.0;1884.0;895.0;348.0;194.0;2595.0;24.6;58.9;1.8005;10;17
5376;7.7;1835.0;826.0;358.0;172.0;2474.0;23.9;61.8;1.8088;10;18
5377;6.8;1759.0;648.0;373.0;134.0;2378.0;23.0;65.9;1.8319;10;19
5378;6.0;1666.0;629.0;409.0;130.0;2170.0;22.4;67.7;1.8161;10;2
5379;4.7;1506.0;529.0;458.0;113.0;1944.0;22.0;69.2;1.8061;10;21
5380;3.4;1378.0;405.0;511.0;99.0;1820.0;21.8;69.6;1.79;10;22
5381;3.9;1448.0;461.0;496.0;109.0;1877.0;21.9;68.3;1.7699;10;23
5382;4.4;1481.0;486.0;467.0;105.0;1957.0;21.7;69.7;1.7872;10;0
5383;3.3;1289.0;335.0;552.0;91.0;1765.0;21.3;70.3;1.7574;10;1
5384;2.0;1109.0;210.0;664.0;77.0;1570.0;20.8;71.7;1.7415;10;2
5385;1.5;994.0;246.8967349054159;784.0;113.09125081011017;1453.0;21.4;69.0;1.7421;10;3
5386;2.1527495439145166;1015.0;99.0;754.0;59.0;1473.0;21.4;69.3;1.7515;10;4
5387;0.8;966.0;149.0;830.0;60.0;1420.0;21.3;69.5;1.7447;10;5
5388;1.3;1088.0;203.0;706.0;72.0;1565.0;21.5;67.5;1.708;10;6
5389;2.7;1303.0;332.0;578.0;83.0;1791.0;21.9;64.8;1.683;10;7
5390;3.6;1440.0;446.0;494.0;104.0;2016.0;22.6;61.4;1.6645;10;8
5391;3.6;1392.0;524.0;517.0;119.0;1866.0;22.6;61.5;1.6636;10;9
5392;2.6;1248.0;347.0;572.0;105.0;1704.0;25.5;52.3;1.6796;10;1
5393;2.0;1197.0;273.0;634.0;91.0;1626.0;27.0;47.6;1.67;10;11
5394;3.3;1357.0;404.0;542.0;103.0;1834.0;25.2;53.3;1.6834;10;12
5395;2.6;1263.0;246.8967349054159;578.0;113.09125081011017;1736.0;26.6;49.3;1.6872;10;13
5396;2.1;1261.0;312.0;585.0;111.0;1733.0;27.2;48.5;1.7172;10;14
5397;2.9;1382.0;369.0;539.0;101.0;1807.0;26.9;50.0;1.7507;10;15
5398;3.0;1400.0;362.0;519.0;102.0;1864.0;26.5;52.2;1.7769;10;16
5399;3.2;1443.0;335.0;488.0;101.0;1933.0;27.0;51.0;1.7936;10;17
5400;4.4;1630.0;447.0;427.0;118.0;2166.0;25.9;55.8;1.8347;10;18
5401;6.0;1720.0;576.0;382.0;120.0;2403.0;25.1;59.4;1.8632;10;19
5402;5.0;1600.0;486.0;432.0;107.0;2160.0;24.7;58.7;1.8001;10;2
5403;4.3;1525.0;439.0;450.0;104.0;2085.0;23.6;62.2;1.7863;10;21
5404;4.3;1544.0;462.0;448.0;91.0;2048.0;22.4;67.1;1.794;10;22
5405;4.2;1455.0;441.0;466.0;91.0;1964.0;21.6;69.2;1.763;10;23
5406;2.2;1203.0;223.0;593.0;74.0;1655.0;21.3;68.5;1.7164;10;0
5407;1.3;1038.0;126.0;714.0;63.0;1474.0;21.2;68.6;1.7046;10;1
5408;1.0;975.0;116.0;788.0;57.0;1423.0;20.3;70.6;1.6659;10;2
5409;0.7;917.0;246.8967349054159;870.0;113.09125081011017;1355.0;20.8;67.3;1.6353;10;3
5410;2.1527495439145166;930.0;125.0;849.0;48.0;1392.0;19.6;71.3;1.612;10;4
5411;0.9;960.0;198.0;802.0;49.0;1435.0;18.7;74.4;1.5861;10;5
5412;1.0;982.0;185.0;770.0;55.0;1435.0;19.8;69.2;1.5808;10;6
5413;2.8;1359.0;425.0;541.0;78.0;1912.0;19.8;69.4;1.5859;10;7
5414;4.1;1500.0;465.0;437.0;91.0;2158.0;20.4;66.7;1.5781;10;8
5415;2.9;1315.0;341.0;535.0;88.0;1830.0;22.3;60.6;1.6069;10;9
5416;2.7;1307.0;316.0;525.0;83.0;1787.0;22.6;59.9;1.6246;10;1
5417;2.1;1235.0;241.0;574.0;81.0;1704.0;24.5;54.5;1.6514;10;11
5418;2.4;1310.0;266.0;538.0;83.0;1781.0;24.4;55.4;1.6712;10;12
5419;3.8;1459.0;412.0;467.0;111.0;2007.0;26.0;51.9;1.7148;10;13
5420;3.7;1461.0;394.0;474.0;112.0;2033.0;26.8;49.1;1.7101;10;14
5421;3.7;1476.0;365.0;474.0;112.0;1996.0;26.4;49.8;1.6928;10;15
5422;5.5;1612.0;548.0;429.0;137.0;2127.0;26.9;48.6;1.7017;10;16
5423;5.4;1654.0;494.0;435.0;152.0;2176.0;26.2;48.9;1.634;10;17
5424;8.4;1808.0;686.0;373.0;163.0;2486.0;24.3;54.3;1.6276;10;18
5425;6.8;1681.0;556.0;397.0;135.0;2339.0;23.3;58.1;1.6457;10;19
5426;4.5;1494.0;467.0;454.0;119.0;2020.0;22.3;62.5;1.6616;10;2
5427;2.5;1251.0;297.0;579.0;91.0;1657.0;21.3;66.1;1.6556;10;21
5428;1.6;1132.0;164.0;669.0;74.0;1502.0;21.2;65.7;1.6319;10;22
5429;1.7;1158.0;196.0;664.0;73.0;1509.0;20.3;68.1;1.6009;10;23
5430;1.7;1146.0;201.0;673.0;71.0;1518.0;20.4;66.7;1.583;10;0
5431;1.1;993.0;132.0;792.0;57.0;1413.0;19.9;67.5;1.5544;10;1
5432;1.0;989.0;146.0;800.0;51.0;1418.0;19.1;70.0;1.5331;10;2
5433;0.8;943.0;246.8967349054159;852.0;113.09125081011017;1374.0;19.3;68.1;1.5139;10;3
5434;2.1527495439145166;910.0;94.0;872.0;42.0;1341.0;19.6;66.9;1.5125;10;4
5435;0.7;925.0;127.0;876.0;43.0;1381.0;18.1;72.1;1.4834;10;5
5436;1.2;1039.0;217.0;724.0;52.0;1473.0;18.1;72.3;1.4927;10;6
5437;2.3;1208.0;394.0;598.0;65.0;1699.0;17.6;74.8;1.491;10;7
5438;3.0;1268.0;511.0;545.0;69.0;1753.0;18.2;72.8;1.5048;10;8
5439;3.3;1353.0;523.0;507.0;91.0;1833.0;20.2;65.8;1.5374;10;9
5440;2.8;1317.0;471.0;542.0;92.0;1727.0;21.6;61.4;1.5696;10;1
5441;3.0;1356.0;441.0;534.0;102.0;1738.0;23.3;57.5;1.6169;10;11
5442;3.4;1414.0;414.0;504.0;118.0;1854.0;25.0;52.4;1.6356;10;12
5443;3.0;1326.0;317.0;533.0;111.0;1785.0;25.4;50.8;1.6275;10;13
5444;2.3;1211.0;230.0;609.0;101.0;1608.0;26.1;47.1;1.5724;10;14
5445;3.1;1324.0;365.0;564.0;119.0;1749.0;27.0;44.2;1.549;10;15
5446;3.0;1324.0;360.0;565.0;115.0;1747.0;27.2;43.0;1.5246;10;16
5447;3.3;1361.0;420.0;549.0;120.0;1776.0;25.6;48.3;1.5641;10;17
5448;4.0;1475.0;475.0;490.0;115.0;1925.0;23.3;57.9;1.6376;10;18
5449;4.6;1537.0;526.0;469.0;118.0;2016.0;22.2;63.6;1.6763;10;19
5450;4.1;1413.0;460.0;520.0;117.0;1853.0;21.6;67.7;1.7228;10;2
5451;2.3;1229.0;255.0;607.0;96.0;1668.0;21.0;69.3;1.7058;10;21
5452;2.6;1297.0;283.0;567.0;89.0;1725.0;20.3;70.5;1.6599;10;22
5453;2.6;1302.0;271.0;594.0;84.0;1639.0;20.0;69.5;1.6109;10;23
5454;2.9;1347.0;315.0;573.0;97.0;1741.0;19.7;70.1;1.5891;10;0
5455;2.1;1165.0;227.0;631.0;68.0;1621.0;19.5;70.7;1.5851;10;1
5456;2.1;1155.0;243.0;633.0;66.0;1577.0;19.4;71.4;1.5959;10;2
5457;1.5;1050.0;246.8967349054159;696.0;113.09125081011017;1512.0;19.3;71.1;1.5746;10;3
5458;2.1527495439145166;1035.0;142.0;731.0;51.0;1467.0;18.7;73.8;1.5704;10;4
5459;1.4;1057.0;139.0;684.0;48.0;1503.0;18.0;75.4;1.5441;10;5
5460;1.2;1029.0;182.0;709.0;47.0;1451.0;17.3;78.4;1.532;10;6
5461;1.5;1037.0;196.0;704.0;48.0;1481.0;17.5;76.6;1.5174;10;7
5462;0.9;920.0;108.0;853.0;45.0;1359.0;20.0;66.7;1.5401;10;8
5463;1.4;1080.0;175.0;732.0;59.0;1477.0;19.1;70.0;1.5366;10;9
5464;2.1;1152.0;266.0;661.0;84.0;1542.0;21.4;61.7;1.5547;10;1
5465;1.6;1085.0;179.0;721.0;72.0;1467.0;24.6;50.4;1.5363;10;11
5466;1.5;1071.0;154.0;745.0;68.0;1431.0;25.0;49.1;1.5295;10;12
5467;1.1;1000.0;95.0;811.0;52.0;1376.0;25.3;46.7;1.4874;10;13
5468;1.4;1058.0;151.0;756.0;70.0;1421.0;24.8;47.9;1.4819;10;14
5469;2.0;1184.0;230.0;667.0;90.0;1537.0;25.3;48.0;1.5249;10;15
5470;2.0;1189.0;239.0;670.0;87.0;1533.0;26.5;44.9;1.5278;10;16
5471;2.5;1277.0;306.0;614.0;99.0;1631.0;25.0;50.1;1.563;10;17
5472;4.3;1482.0;472.0;503.0;128.0;1874.0;22.9;57.6;1.5885;10;18
5473;5.2;1555.0;532.0;464.0;127.0;1971.0;21.7;62.9;1.6117;10;19
5474;3.4;1324.0;375.0;568.0;99.0;1716.0;21.8;63.0;1.619;10;2
5475;1.3;1015.0;147.0;747.0;72.0;1439.0;21.2;63.4;1.5748;10;21
5476;1.2;1010.0;118.0;768.0;62.0;1450.0;20.2;65.8;1.535;10;22
5477;1.7;1081.0;181.0;697.0;62.0;1517.0;18.4;71.5;1.5038;10;23
5478;1.7;1071.0;209.0;695.0;63.0;1516.0;17.9;72.4;1.4758;10;0
5479;1.4;1014.0;167.0;745.0;56.0;1474.0;16.9;75.4;1.4393;10;1
5480;0.9;891.0;112.0;878.0;44.0;1353.0;16.5;75.5;1.4056;10;2
5481;0.7;874.0;246.8967349054159;889.0;113.09125081011017;1315.0;15.4;79.0;1.3735;10;3
5482;2.1527495439145166;882.0;108.0;875.0;37.0;1319.0;15.5;78.6;1.37;10;4
5483;0.9;940.0;181.0;800.0;48.0;1392.0;16.2;76.9;1.4029;10;5
5484;1.2;1020.0;253.0;749.0;59.0;1440.0;15.8;79.6;1.417;10;6
5485;3.2;1316.0;521.0;527.0;77.0;1780.0;16.0;76.3;1.3772;10;7
5486;4.4;1423.0;649.0;467.0;88.0;1998.0;16.3;74.3;1.3644;10;8
5487;3.5;1314.0;516.0;531.0;111.0;1754.0;18.7;66.3;1.414;10;9
5488;3.2;1317.0;487.0;518.0;114.0;1812.0;20.5;60.2;1.4346;10;1
5489;3.0;1305.0;529.0;524.0;108.0;1742.0;19.3;66.2;1.4706;10;11
5490;3.5;1351.0;565.0;498.0;111.0;1821.0;20.0;63.9;1.4805;10;12
5491;4.0;1438.0;558.0;451.0;126.0;1971.0;21.4;59.4;1.4928;10;13
5492;3.8;1454.0;568.0;457.0;117.0;1947.0;21.5;60.9;1.5398;10;14
5493;4.2;1512.0;605.0;432.0;119.0;2034.0;21.6;60.9;1.5551;10;15
5494;5.0;1584.0;666.0;392.0;125.0;2176.0;21.6;62.0;1.5784;10;16
5495;7.9;1816.0;814.0;330.0;158.0;2641.0;21.7;61.9;1.592;10;17
5496;8.4;1824.0;860.0;340.0;149.0;2567.0;21.0;64.9;1.5987;10;18
5497;8.0;1744.0;820.0;352.0;136.0;2469.0;20.0;68.6;1.5882;10;19
5498;6.4;1588.0;742.0;400.0;112.0;2230.0;19.3;71.4;1.5805;10;2
5499;3.5;1319.0;492.0;511.0;87.0;1806.0;18.5;73.4;1.5461;10;21
5500;3.5;1313.0;464.0;505.0;82.0;1803.0;17.7;75.6;1.5226;10;22
5501;1.9;1073.0;258.0;661.0;67.0;1488.0;18.5;70.4;1.487;10;23
5502;2.2;1119.0;311.0;624.0;68.0;1562.0;17.0;76.1;1.4582;10;0
5503;1.6;989.0;231.0;737.0;60.0;1401.0;16.8;74.9;1.4258;10;1
5504;1.0;912.0;127.0;822.0;48.0;1331.0;15.5;78.5;1.3782;10;2
5505;1.0;904.0;246.8967349054159;820.0;113.09125081011017;1319.0;15.3;79.0;1.3605;10;3
5506;2.1527495439145166;851.0;124.0;897.0;42.0;1277.0;15.0;77.9;1.3197;10;4
5507;0.9;902.0;138.0;835.0;46.0;1355.0;14.8;79.4;1.3312;10;5
5508;1.4;981.0;228.0;730.0;54.0;1425.0;15.7;77.0;1.3591;10;6
5509;3.0;1267.0;383.0;572.0;82.0;1776.0;16.2;75.9;1.3872;10;7
5510;4.5;1392.0;581.0;469.0;93.0;1990.0;16.3;75.9;1.3991;10;8
5511;3.8;1308.0;545.0;522.0;95.0;1781.0;17.7;70.6;1.4202;10;9
5512;3.4;1313.0;593.0;511.0;120.0;1820.0;18.3;67.6;1.4103;10;1
5513;3.5;1350.0;602.0;518.0;132.0;1784.0;20.1;62.0;1.4409;10;11
5514;4.4;1477.0;624.0;455.0;146.0;2031.0;22.6;54.5;1.4737;10;12
5515;4.0;1409.0;546.0;484.0;157.0;1874.0;24.6;47.1;1.4378;10;13
5516;4.5;1495.0;597.0;451.0;158.0;2043.0;24.9;48.3;1.4942;10;14
5517;5.3;1606.0;688.0;419.0;175.0;2165.0;24.9;50.0;1.5522;10;15
5518;5.8;1669.0;760.0;404.0;166.0;2232.0;24.0;55.0;1.6211;10;16
5519;8.4;1822.0;918.0;347.0;187.0;2641.0;23.2;58.7;1.651;10;17
5520;9.5;1908.0;952.0;325.0;180.0;2775.0;22.5;61.5;1.6579;10;18
5521;6.2;1664.0;685.0;385.0;134.0;2305.0;22.2;61.0;1.6071;10;19
5522;5.0;1465.0;561.0;468.0;127.0;1962.0;22.6;58.3;1.5829;10;2
5523;2.1;1076.0;239.0;691.0;95.0;1506.0;21.0;57.4;1.4098;10;21
5524;1.4;1055.0;175.0;758.0;79.0;1468.0;19.8;63.7;1.4524;10;22
5525;1.6;1075.0;169.0;734.0;78.0;1495.0;17.7;78.8;1.5855;10;23
5526;2.0;1135.0;215.0;685.0;80.0;1569.0;17.6;80.5;1.6062;10;0
5527;1.2;998.0;115.0;786.0;67.0;1435.0;17.4;81.3;1.6066;10;1
5528;0.8;953.0;94.0;861.0;61.0;1401.0;17.4;81.0;1.6012;10;2
5529;0.6;926.0;246.8967349054159;874.0;113.09125081011017;1381.0;17.2;81.8;1.5856;10;3
5530;2.1527495439145166;895.0;80.0;946.0;51.0;1343.0;17.0;81.0;1.5521;10;4
5531;0.7;967.0;132.0;833.0;56.0;1416.0;16.8;81.3;1.5447;10;5
5532;1.7;1164.0;295.0;641.0;68.0;1606.0;17.6;78.8;1.5723;10;6
5533;3.4;1421.0;517.0;502.0;101.0;1983.0;18.0;75.7;1.5527;10;7
5534;4.9;1465.0;555.0;454.0;119.0;2119.0;18.0;74.8;1.5281;10;8
5535;2.7;1189.0;429.0;614.0;108.0;1652.0;18.2;74.0;1.5343;10;9
5536;3.2;1278.0;561.0;585.0;132.0;1734.0;19.7;65.4;1.4854;10;1
5537;2.7;1169.0;427.0;611.0;130.0;1666.0;21.0;57.9;1.4267;10;11
5538;3.2;1214.0;445.0;580.0;129.0;1739.0;20.7;58.6;1.4142;10;12
5539;4.1;1351.0;538.0;502.0;117.0;1923.0;19.5;67.1;1.506;10;13
5540;3.6;1340.0;556.0;537.0;119.0;1842.0;18.5;76.2;1.6045;10;14
5541;2.8;1157.0;370.0;623.0;113.0;1675.0;19.6;69.7;1.5675;10;15
5542;2.1;1118.0;257.0;647.0;102.0;1649.0;19.9;65.3;1.5066;10;16
5543;2.4;1150.0;266.0;608.0;101.0;1711.0;20.0;63.3;1.4622;10;17
5544;3.6;1247.0;403.0;544.0;116.0;1874.0;19.2;66.4;1.4592;10;18
5545;2.6;1194.0;275.0;587.0;101.0;1732.0;19.3;67.5;1.4977;10;19
5546;2.8;1184.0;338.0;586.0;94.0;1685.0;18.2;71.4;1.4776;10;2
5547;1.4;990.0;176.0;748.0;75.0;1442.0;17.8;71.2;1.4396;10;21
5548;1.1;933.0;159.0;842.0;69.0;1369.0;17.6;69.9;1.3969;10;22
5549;1.3;968.0;147.0;796.0;60.0;1388.0;16.0;75.9;1.3721;10;23
5550;0.9;861.0;99.0;925.0;58.0;1287.0;16.9;72.0;1.3749;10;0
5551;1.0;904.0;98.0;878.0;51.0;1329.0;15.7;76.3;1.3519;10;1
5552;0.9;866.0;109.0;899.0;45.0;1299.0;14.8;78.7;1.3169;10;2
5553;0.7;881.0;246.8967349054159;913.0;113.09125081011017;1277.0;14.8;79.7;1.3286;10;3
5554;2.1527495439145166;838.0;112.0;936.0;41.0;1268.0;14.6;79.9;1.3156;10;4
5555;0.8;905.0;163.0;851.0;48.0;1327.0;15.2;78.0;1.3382;10;5
5556;1.6;1055.0;326.0;703.0;61.0;1506.0;15.5;77.2;1.3502;10;6
5557;3.4;1328.0;640.0;527.0;88.0;1829.0;15.7;76.4;1.3558;10;7
5558;4.4;1401.0;736.0;477.0;102.0;1969.0;16.0;76.4;1.3751;10;8
5559;3.5;1291.0;667.0;529.0;97.0;1752.0;16.7;73.8;1.3886;10;9
5560;3.4;1316.0;677.0;526.0;116.0;1780.0;18.6;66.3;1.4047;10;1
5561;2.4;1116.0;425.0;639.0;112.0;1532.0;20.4;58.1;1.3762;10;11
5562;2.3;1139.0;349.0;625.0;101.0;1580.0;20.6;57.3;1.3792;10;12
5563;2.6;1165.0;332.0;609.0;99.0;1640.0;21.6;53.6;1.3669;10;13
5564;2.9;1260.0;412.0;571.0;113.0;1731.0;21.4;55.6;1.4015;10;14
5565;4.4;1475.0;631.0;455.0;122.0;1991.0;20.7;63.0;1.5204;10;15
5566;5.0;1521.0;677.0;446.0;139.0;1977.0;21.3;61.9;1.5463;10;16
5567;6.5;1633.0;761.0;398.0;149.0;2271.0;20.8;64.0;1.5522;10;17
5568;5.9;1463.0;650.0;468.0;136.0;2092.0;20.3;66.7;1.5656;10;18
5569;2.7;1140.0;262.0;619.0;103.0;1602.0;19.7;64.5;1.4594;10;19
5570;2.5;1147.0;292.0;651.0;112.0;1562.0;19.4;64.0;1.4282;10;2
5571;1.5;988.0;177.0;805.0;88.0;1382.0;20.1;60.8;1.4152;10;21
5572;1.0;924.0;103.0;890.0;63.0;1327.0;20.4;60.4;1.4263;10;22
5573;1.2;950.0;127.0;862.0;69.0;1331.0;20.1;62.6;1.4543;10;23
5574;1.0;926.0;119.0;925.0;65.0;1326.0;19.9;64.9;1.4905;10;0
5575;0.8;879.0;83.0;1023.0;50.0;1288.0;18.2;74.7;1.5441;10;1
5576;0.6;864.0;65.0;1073.0;43.0;1286.0;18.4;73.8;1.5463;10;2
5577;0.6;868.0;246.8967349054159;1092.0;113.09125081011017;1276.0;18.7;73.5;1.5664;10;3
5578;2.1527495439145166;894.0;84.0;1010.0;56.0;1308.0;18.2;76.6;1.5907;10;4
5579;1.1;1009.0;200.0;799.0;69.0;1430.0;18.5;76.4;1.6112;10;5
5580;1.3;1069.0;242.0;738.0;91.0;1469.0;19.3;71.6;1.5844;10;6
5581;2.9;1311.0;366.0;574.0;111.0;1769.0;20.2;66.9;1.5643;10;7
5582;3.7;1370.0;404.0;485.0;124.0;1945.0;20.8;64.7;1.5692;10;8
5583;3.0;1246.0;429.0;566.0;119.0;1746.0;21.9;61.8;1.6021;10;9
5584;1.4;1039.0;169.0;735.0;77.0;1467.0;23.5;57.7;1.6515;10;1
5585;2.6;1296.0;419.0;604.0;101.0;1736.0;19.8;81.0;1.8538;10;11
5586;4.2;1523.0;603.0;458.0;116.0;2114.0;20.2;86.5;2.0224;10;12
5587;5.1;1424.0;589.0;484.0;137.0;1983.0;20.2;82.2;1.9184;10;13
5588;5.5;1513.0;706.0;463.0;163.0;2125.0;19.7;82.2;1.8669;10;14
5589;4.5;1338.0;592.0;558.0;144.0;1847.0;20.2;79.1;1.85;10;15
5590;2.7;1214.0;305.0;616.0;118.0;1664.0;20.1;75.4;1.751;10;16
5591;3.1;1290.0;371.0;550.0;135.0;1807.0;20.2;72.3;1.6893;10;17
5592;4.2;1353.0;465.0;519.0;129.0;1860.0;20.0;73.3;1.693;10;18
5593;3.1;1130.0;390.0;647.0;128.0;1591.0;18.3;74.9;1.5583;10;19
5594;1.7;969.0;227.0;828.0;103.0;1375.0;18.9;70.4;1.5259;10;2
5595;1.8;1038.0;284.0;801.0;116.0;1415.0;17.3;76.3;1.4919;10;21
5596;1.7;1020.0;211.0;793.0;95.0;1410.0;17.1;77.9;1.5081;10;22
5597;2.1;1097.0;297.0;716.0;107.0;1489.0;17.3;79.3;1.5569;10;23
5598;2.4;1123.0;351.0;690.0;108.0;1520.0;17.3;79.9;1.5643;10;0
5599;1.8;1023.0;259.0;782.0;94.0;1413.0;16.9;80.6;1.5372;10;1
5600;1.5;1015.0;214.0;786.0;84.0;1400.0;16.9;81.4;1.551;10;2
5601;1.4;979.0;246.8967349054159;809.0;113.09125081011017;1383.0;16.8;81.5;1.5418;10;3
5602;2.1527495439145166;931.0;173.0;826.0;72.0;1372.0;16.9;79.8;1.5238;10;4
5603;1.0;922.0;192.0;857.0;76.0;1367.0;16.7;79.7;1.503;10;5
5604;1.4;989.0;237.0;762.0;82.0;1453.0;16.8;79.0;1.4978;10;6
5605;2.4;1149.0;413.0;622.0;94.0;1662.0;16.8;79.8;1.5115;10;7
5606;3.1;1202.0;455.0;585.0;102.0;1723.0;16.9;79.9;1.5253;10;8
5607;3.0;1206.0;493.0;592.0;106.0;1675.0;17.4;79.3;1.5593;10;9
5608;2.7;1224.0;482.0;596.0;108.0;1656.0;18.0;76.6;1.5706;10;1
5609;4.0;1371.0;599.0;521.0;152.0;1845.0;21.2;64.4;1.6015;10;11
5610;3.7;1327.0;481.0;539.0;160.0;1826.0;22.4;60.8;1.6261;10;12
5611;3.4;1301.0;406.0;553.0;133.0;1806.0;22.6;61.1;1.6596;10;13
5612;3.4;1301.0;419.0;560.0;147.0;1781.0;23.6;57.3;1.645;10;14
5613;3.2;1314.0;387.0;564.0;135.0;1777.0;23.5;58.3;1.664;10;15
5614;3.9;1394.0;461.0;526.0;135.0;1869.0;22.9;61.6;1.7014;10;16
5615;3.7;1385.0;493.0;528.0;129.0;1850.0;22.3;64.3;1.7055;10;17
5616;4.3;1440.0;532.0;486.0;117.0;1968.0;21.6;68.0;1.7305;10;18
5617;4.9;1493.0;581.0;470.0;116.0;2015.0;21.2;67.4;1.6755;10;19
5618;4.0;1319.0;494.0;551.0;109.0;1785.0;20.8;65.8;1.6001;10;2
5619;2.8;1187.0;392.0;612.0;96.0;1658.0;20.4;64.8;1.5379;10;21
5620;2.4;1119.0;311.0;688.0;90.0;1539.0;20.1;66.7;1.5548;10;22
5621;1.9;1100.0;236.0;744.0;82.0;1494.0;19.5;70.0;1.5711;10;23
5622;2.0;1076.0;270.0;757.0;86.0;1492.0;19.3;70.4;1.5578;10;0
5623;1.5;972.0;199.0;833.0;72.0;1425.0;19.7;68.6;1.5563;10;1
5624;1.3;973.0;146.0;818.0;61.0;1445.0;19.7;68.2;1.5484;10;2
5625;1.0;918.0;246.8967349054159;905.0;113.09125081011017;1386.0;19.9;68.4;1.5673;10;3
5626;2.1527495439145166;844.0;74.0;1035.0;45.0;1320.0;18.4;74.2;1.5581;10;4
5627;0.5;817.0;55.0;1134.0;37.0;1310.0;18.9;71.3;1.5449;10;5
5628;0.4;791.0;43.0;1291.0;31.0;1295.0;18.1;79.0;1.6224;10;6
5629;0.4;819.0;46.0;1264.0;30.0;1315.0;20.4;71.2;1.6834;10;7
5630;0.9;972.0;139.0;944.0;41.0;1477.0;20.6;70.7;1.6996;10;8
5631;1.3;997.0;169.0;812.0;64.0;1470.0;19.3;74.1;1.6391;10;9
5632;2.1;1194.0;254.0;653.0;74.0;1642.0;22.2;64.4;1.7005;10;1
5633;2.4;1240.0;303.0;628.0;77.0;1643.0;23.0;64.6;1.7851;10;11
5634;2.0;1117.0;259.0;717.0;83.0;1585.0;24.3;57.4;1.7233;10;12
5635;1.8;1141.0;226.0;689.0;71.0;1595.0;22.0;67.0;1.7441;10;13
5636;1.5;1062.0;161.0;719.0;62.0;1580.0;22.9;65.7;1.8148;10;14
5637;1.6;1160.0;182.0;622.0;62.0;1727.0;23.2;63.9;1.7957;10;15
5638;2.2;1169.0;289.0;672.0;79.0;1633.0;23.0;62.3;1.7248;10;16
5639;2.3;1185.0;340.0;666.0;93.0;1638.0;22.4;63.2;1.6878;10;17
5640;6.6;1571.0;544.0;440.0;106.0;2277.0;21.7;66.6;1.7077;10;18
5641;4.7;1464.0;543.0;487.0;100.0;1987.0;21.2;70.3;1.7476;10;19
